# Date:     2026-03-27 03:15:44
# Database: ocvs
# Target:   lmc_ecl
# Query:    TRUE  LIMIT 50000
# Objects:  40204
# Columns:
ID	Type	I	P
OGLE-LMC-ECL-14891	NC	17.571	1.53150090
OGLE-LMC-ECL-14892	NC	19.400	4.47873770
OGLE-LMC-ECL-14893	ELL	15.361	94.63201880
OGLE-LMC-ECL-14894	NC	19.718	2.82785130
OGLE-LMC-ECL-14895	NC	17.306	34.46316070
OGLE-LMC-ECL-14896	NC	15.129	384.73331670
OGLE-LMC-ECL-14897	NC	18.618	20.98083050
OGLE-LMC-ECL-14898	NC	16.674	3.15075920
OGLE-LMC-ECL-14899	NC	19.522	2.92960980
OGLE-LMC-ECL-14900	NC	18.924	14.75187030
OGLE-LMC-ECL-14901	NC	17.891	12.59404580
OGLE-LMC-ECL-14902	NC	17.962	297.55859010
OGLE-LMC-ECL-14903	NC	19.101	4.63760580
OGLE-LMC-ECL-14904	NC	19.608	1.12712000
OGLE-LMC-ECL-14905	NC	17.651	10.16700740
OGLE-LMC-ECL-14906	NC	19.407	2.40725440
OGLE-LMC-ECL-14907	NC	17.345	7.27986740
OGLE-LMC-ECL-14908	NC	19.024	1.51119590
OGLE-LMC-ECL-14909	NC	17.909	1.09560650
OGLE-LMC-ECL-14910	NC	19.033	3.06769080
OGLE-LMC-ECL-14911	ELL	15.578	245.32716100
OGLE-LMC-ECL-14912	NC	17.752	5.44217900
OGLE-LMC-ECL-14913	NC	19.425	1.17003360
OGLE-LMC-ECL-14914	NC	17.616	1.74000450
OGLE-LMC-ECL-14915	NC	18.542	3.15687020
OGLE-LMC-ECL-14916	NC	19.733	7.18040090
OGLE-LMC-ECL-14917	NC	17.355	1.63647010
OGLE-LMC-ECL-14918	NC	19.034	3.77799040
OGLE-LMC-ECL-14919	NC	19.437	3.40033900
OGLE-LMC-ECL-14920	NC	18.799	2.87160540
OGLE-LMC-ECL-14921	NC	18.411	6.83438550
OGLE-LMC-ECL-14922	NC	19.685	5.90838230
OGLE-LMC-ECL-14923	NC	18.146	13.58316790
OGLE-LMC-ECL-14924	NC	19.034	4.68851090
OGLE-LMC-ECL-14925	NC	17.880	13.92912040
OGLE-LMC-ECL-14926	NC	18.271	7.62560000
OGLE-LMC-ECL-14927	NC	18.911	2.45531680
OGLE-LMC-ECL-14928	NC	19.685	3.89802790
OGLE-LMC-ECL-14929	NC	19.211	3.31631070
OGLE-LMC-ECL-14930	NC	19.371	1.14185750
OGLE-LMC-ECL-14931	NC	19.099	10.09572010
OGLE-LMC-ECL-14932	NC	19.801	3.48121650
OGLE-LMC-ECL-14933	C	17.979	126.03491510
OGLE-LMC-ECL-14934	ELL	16.934	24.39757450
OGLE-LMC-ECL-14935	NC	18.985	1.81004410
OGLE-LMC-ECL-14936	NC	19.865	3.43821520
OGLE-LMC-ECL-14937	NC	19.399	3.57794100
OGLE-LMC-ECL-14938	NC	19.539	3.54103630
OGLE-LMC-ECL-14939	NC	17.861	3.23913470
OGLE-LMC-ECL-14940	NC	19.383	0.76438710
OGLE-LMC-ECL-14941	NC	19.125	8.72019860
OGLE-LMC-ECL-14942	NC	19.798	9.52075580
OGLE-LMC-ECL-14943	NC	18.564	1.60394110
OGLE-LMC-ECL-14944	NC	19.128	96.82056040
OGLE-LMC-ECL-14945	NC	18.626	1.81482680
OGLE-LMC-ECL-14946	NC	18.448	5.97987070
OGLE-LMC-ECL-14947	NC	17.073	2.01193360
OGLE-LMC-ECL-14948	NC	18.494	24.78138910
OGLE-LMC-ECL-14949	NC	18.186	1.11324690
OGLE-LMC-ECL-14950	NC	19.565	5.91314060
OGLE-LMC-ECL-14951	NC	17.072	5.79639030
OGLE-LMC-ECL-14952	NC	19.453	6.46274320
OGLE-LMC-ECL-14953	NC	19.485	2.45117380
OGLE-LMC-ECL-14954	NC	16.426	1.52974570
OGLE-LMC-ECL-14955	NC	19.759	3.05046640
OGLE-LMC-ECL-14956	NC	19.195	1.08068920
OGLE-LMC-ECL-14957	NC	16.613	1.81766150
OGLE-LMC-ECL-14958	NC	19.287	0.89997750
OGLE-LMC-ECL-14959	NC	17.049	104.63749890
OGLE-LMC-ECL-14960	NC	19.103	2.51621650
OGLE-LMC-ECL-14961	NC	19.625	2.28732570
OGLE-LMC-ECL-14962	NC	18.585	1.95493250
OGLE-LMC-ECL-14963	NC	19.222	1.69166580
OGLE-LMC-ECL-14964	NC	19.780	0.66140160
OGLE-LMC-ECL-14965	NC	17.666	17.39958070
OGLE-LMC-ECL-14966	NC	16.792	2.01057150
OGLE-LMC-ECL-14967	NC	19.514	0.76226630
OGLE-LMC-ECL-14968	NC	19.432	19.16779100
OGLE-LMC-ECL-14969	NC	19.050	7.61993140
OGLE-LMC-ECL-14970	NC	19.306	15.86361080
OGLE-LMC-ECL-14971	NC	19.699	5.21043370
OGLE-LMC-ECL-14972	ELL	13.571	0.41899320
OGLE-LMC-ECL-14973	NC	17.426	1.53492000
OGLE-LMC-ECL-14974	NC	18.494	3.81288500
OGLE-LMC-ECL-14975	NC	18.939	1.51250490
OGLE-LMC-ECL-14976	NC	19.673	3.72414050
OGLE-LMC-ECL-14977	NC	19.427	9.36363100
OGLE-LMC-ECL-14978	NC	19.509	3.90982010
OGLE-LMC-ECL-14979	NC	18.408	1.22622800
OGLE-LMC-ECL-14980	NC	19.877	2.64993410
OGLE-LMC-ECL-14981	NC	18.365	1.62821050
OGLE-LMC-ECL-14982	NC	18.887	2.27095860
OGLE-LMC-ECL-14983	NC	18.221	4.35682500
OGLE-LMC-ECL-14984	NC	17.867	3.29216540
OGLE-LMC-ECL-14985	NC	17.809	1.90668670
OGLE-LMC-ECL-14986	NC	19.401	5.43645860
OGLE-LMC-ECL-14987	NC	19.041	9.86070850
OGLE-LMC-ECL-14988	NC	19.674	7.73979190
OGLE-LMC-ECL-14989	NC	19.140	4.12856090
OGLE-LMC-ECL-14990	NC	18.696	1.71603970
OGLE-LMC-ECL-14991	NC	18.749	1.56572060
OGLE-LMC-ECL-14992	NC	18.686	5.21699440
OGLE-LMC-ECL-14993	NC	17.322	85.00454090
OGLE-LMC-ECL-14994	NC	18.038	2.90738100
OGLE-LMC-ECL-14995	NC	18.486	9.12566550
OGLE-LMC-ECL-14996	NC	17.313	6.37494060
OGLE-LMC-ECL-14997	NC	19.656	5.69837910
OGLE-LMC-ECL-14998	NC	18.697	1.08322320
OGLE-LMC-ECL-14999	NC	17.744	5.62675040
OGLE-LMC-ECL-15000	ELL	18.519	12.29430740
OGLE-LMC-ECL-15001	NC	16.244	8.04260070
OGLE-LMC-ECL-15002	NC	16.008	2.13512040
OGLE-LMC-ECL-15003	NC	18.403	13.20593030
OGLE-LMC-ECL-15004	NC	19.329	4.12547990
OGLE-LMC-ECL-15005	NC	17.829	3.47335070
OGLE-LMC-ECL-15006	NC	18.598	0.91730050
OGLE-LMC-ECL-15007	NC	17.379	144.71602920
OGLE-LMC-ECL-15008	NC	19.403	4.65884600
OGLE-LMC-ECL-15009	NC	18.534	1.54545070
OGLE-LMC-ECL-15010	NC	19.017	0.78837340
OGLE-LMC-ECL-15011	NC	19.463	1.97621730
OGLE-LMC-ECL-15012	NC	18.869	5.92341220
OGLE-LMC-ECL-15013	NC	19.034	0.97128860
OGLE-LMC-ECL-15014	NC	17.625	422.53391010
OGLE-LMC-ECL-15015	NC	19.010	3.31977030
OGLE-LMC-ECL-15016	NC	16.336	211.85255310
OGLE-LMC-ECL-15017	NC	19.478	1.78701980
OGLE-LMC-ECL-15018	NC	19.835	4.33950120
OGLE-LMC-ECL-15019	NC	19.034	6.01340840
OGLE-LMC-ECL-15020	NC	17.743	22.80918090
OGLE-LMC-ECL-15021	NC	18.288	77.44957010
OGLE-LMC-ECL-15022	NC	19.497	3.35259700
OGLE-LMC-ECL-15023	NC	18.497	14.23049050
OGLE-LMC-ECL-15024	NC	18.867	4.82134020
OGLE-LMC-ECL-15025	NC	18.014	109.03601970
OGLE-LMC-ECL-15026	NC	19.774	3.69954750
OGLE-LMC-ECL-15027	NC	19.164	0.86976870
OGLE-LMC-ECL-15028	NC	19.485	2.46632080
OGLE-LMC-ECL-15029	NC	19.492	1.21565430
OGLE-LMC-ECL-15030	NC	19.509	4.93424990
OGLE-LMC-ECL-15031	NC	19.090	1.36892090
OGLE-LMC-ECL-15032	NC	19.241	1.26946430
OGLE-LMC-ECL-15033	NC	19.464	6.10392010
OGLE-LMC-ECL-15034	NC	17.943	5.56471680
OGLE-LMC-ECL-15035	NC	17.649	1.27480500
OGLE-LMC-ECL-15036	NC	18.287	8.19891600
OGLE-LMC-ECL-15037	NC	19.276	1.29404700
OGLE-LMC-ECL-15038	NC	18.576	10.06990290
OGLE-LMC-ECL-15039	NC	18.016	8.13714640
OGLE-LMC-ECL-15040	NC	19.164	3.89289440
OGLE-LMC-ECL-15041	NC	19.114	3.41588450
OGLE-LMC-ECL-15042	NC	17.648	65.16632050
OGLE-LMC-ECL-15043	NC	17.700	5.10367860
OGLE-LMC-ECL-15044	NC	16.499	2.21664610
OGLE-LMC-ECL-15045	NC	18.440	11.14362170
OGLE-LMC-ECL-15046	NC	18.339	3.76178770
OGLE-LMC-ECL-15047	NC	16.523	2.20434110
OGLE-LMC-ECL-15048	NC	16.417	36.81935080
OGLE-LMC-ECL-15049	NC	19.632	2.16216530
OGLE-LMC-ECL-15050	NC	18.246	2.37934680
OGLE-LMC-ECL-15051	NC	19.125	5.47647070
OGLE-LMC-ECL-15052	NC	19.274	5.09114160
OGLE-LMC-ECL-15053	NC	18.328	3.69091840
OGLE-LMC-ECL-15054	NC	17.331	1.71271600
OGLE-LMC-ECL-15055	NC	19.887	2.34002840
OGLE-LMC-ECL-15056	NC	19.629	1.92956630
OGLE-LMC-ECL-15057	C	18.770	6.21664030
OGLE-LMC-ECL-15058	NC	19.646	1.27518480
OGLE-LMC-ECL-15059	NC	19.347	3.57212840
OGLE-LMC-ECL-15060	NC	16.934	3.83220650
OGLE-LMC-ECL-15061	NC	17.120	7.05502080
OGLE-LMC-ECL-15062	NC	19.044	2.77293120
OGLE-LMC-ECL-15063	NC	19.567	5.01304460
OGLE-LMC-ECL-15064	NC	18.185	6.56493820
OGLE-LMC-ECL-15065	NC	17.506	42.95699670
OGLE-LMC-ECL-15066	NC	18.853	3.15581900
OGLE-LMC-ECL-15067	NC	17.335	4.68335090
OGLE-LMC-ECL-15069	NC	19.657	2.11642360
OGLE-LMC-ECL-15070	NC	19.796	3.37939740
OGLE-LMC-ECL-15071	NC	19.789	3.86262560
OGLE-LMC-ECL-15072	NC	19.644	7.49069660
OGLE-LMC-ECL-15073	NC	19.062	5.02584420
OGLE-LMC-ECL-15074	NC	18.925	5.24786750
OGLE-LMC-ECL-15075	NC	19.275	0.93283240
OGLE-LMC-ECL-15076	NC	18.829	4.37900200
OGLE-LMC-ECL-15077	NC	17.549	6.74117080
OGLE-LMC-ECL-15078	NC	18.401	3.79042090
OGLE-LMC-ECL-15079	C	13.755	0.82460940
OGLE-LMC-ECL-15080	NC	19.609	3.77933330
OGLE-LMC-ECL-15081	NC	19.003	1.04768320
OGLE-LMC-ECL-15082	NC	17.815	4.48864640
OGLE-LMC-ECL-15083	NC	18.245	2.08438380
OGLE-LMC-ECL-15084	NC	18.970	0.87708900
OGLE-LMC-ECL-15085	NC	18.310	20.77299980
OGLE-LMC-ECL-15086	NC	18.946	5.75165580
OGLE-LMC-ECL-15087	NC	17.859	12.62184220
OGLE-LMC-ECL-15088	NC	18.795	13.97285040
OGLE-LMC-ECL-15089	NC	19.065	0.98964750
OGLE-LMC-ECL-15090	NC	15.294	86.17183250
OGLE-LMC-ECL-15091	NC	18.565	1.37559660
OGLE-LMC-ECL-15092	NC	19.588	1.39187130
OGLE-LMC-ECL-15093	NC	18.762	1.91089460
OGLE-LMC-ECL-15094	NC	17.157	39.80673350
OGLE-LMC-ECL-15095	NC	18.151	2.60178040
OGLE-LMC-ECL-15096	NC	18.312	8.05404260
OGLE-LMC-ECL-15097	NC	16.417	8.01366670
OGLE-LMC-ECL-15098	NC	17.037	328.61214650
OGLE-LMC-ECL-15099	NC	19.223	5.38834840
OGLE-LMC-ECL-15100	NC	18.705	2.58552240
OGLE-LMC-ECL-15101	NC	18.299	19.44916040
OGLE-LMC-ECL-15102	C	17.388	0.88366120
OGLE-LMC-ECL-15103	NC	19.143	8.82260670
OGLE-LMC-ECL-15104	NC	19.785	3.86613000
OGLE-LMC-ECL-15105	NC	19.899	1.88565260
OGLE-LMC-ECL-15106	NC	18.032	17.12214010
OGLE-LMC-ECL-15107	NC	19.333	4.89767470
OGLE-LMC-ECL-15108	NC	19.605	3.97002090
OGLE-LMC-ECL-15109	NC	17.807	23.85129060
OGLE-LMC-ECL-15110	NC	19.658	1.32960420
OGLE-LMC-ECL-15111	NC	17.739	27.77698530
OGLE-LMC-ECL-15112	NC	18.803	3.82759210
OGLE-LMC-ECL-15113	NC	18.486	1.21540440
OGLE-LMC-ECL-15114	C	15.390	0.99217720
OGLE-LMC-ECL-15115	NC	19.141	4.40123290
OGLE-LMC-ECL-15116	NC	17.442	14.60909360
OGLE-LMC-ECL-15118	NC	17.896	3.75352100
OGLE-LMC-ECL-15119	NC	15.894	2.43751400
OGLE-LMC-ECL-15120	NC	19.657	1.69105040
OGLE-LMC-ECL-15121	NC	17.958	14.29232670
OGLE-LMC-ECL-15122	NC	18.117	55.71739000
OGLE-LMC-ECL-15123	NC	19.262	1.04487080
OGLE-LMC-ECL-15124	NC	18.248	1.69807520
OGLE-LMC-ECL-15125	NC	19.521	3.91700270
OGLE-LMC-ECL-15126	NC	16.014	2.86794250
OGLE-LMC-ECL-15127	NC	19.023	1.29824660
OGLE-LMC-ECL-15128	NC	19.552	3.23542520
OGLE-LMC-ECL-15129	NC	18.236	4.53508440
OGLE-LMC-ECL-15130	NC	19.111	1.51954510
OGLE-LMC-ECL-15131	NC	19.052	2.05291210
OGLE-LMC-ECL-15132	NC	18.333	3.61877500
OGLE-LMC-ECL-15133	NC	17.963	70.37518060
OGLE-LMC-ECL-15134	NC	18.808	20.39066400
OGLE-LMC-ECL-15135	NC	18.404	9.07762060
OGLE-LMC-ECL-15136	NC	19.576	3.62091920
OGLE-LMC-ECL-15137	NC	19.669	3.35116150
OGLE-LMC-ECL-15138	NC	19.093	18.00190590
OGLE-LMC-ECL-15139	NC	18.819	2.32236370
OGLE-LMC-ECL-15140	NC	19.825	1.61868370
OGLE-LMC-ECL-15141	NC	19.630	5.43388350
OGLE-LMC-ECL-15142	NC	17.137	4.57086850
OGLE-LMC-ECL-15143	NC	17.631	5.25339870
OGLE-LMC-ECL-15144	NC	18.923	1.54864000
OGLE-LMC-ECL-15145	NC	19.534	2.38400820
OGLE-LMC-ECL-15146	NC	19.913	2.80640360
OGLE-LMC-ECL-15147	NC	18.433	2.10238140
OGLE-LMC-ECL-15148	NC	19.180	1.23766810
OGLE-LMC-ECL-15149	NC	17.686	2.56335490
OGLE-LMC-ECL-15150	NC	18.575	1.29944970
OGLE-LMC-ECL-15151	NC	19.715	1.61151890
OGLE-LMC-ECL-15152	NC	18.682	2.32999830
OGLE-LMC-ECL-15153	NC	15.867	3.38586040
OGLE-LMC-ECL-15154	NC	19.095	3.41708090
OGLE-LMC-ECL-15155	NC	18.385	10.39602250
OGLE-LMC-ECL-15156	NC	19.095	0.92896290
OGLE-LMC-ECL-15157	NC	19.641	1.14096550
OGLE-LMC-ECL-15158	NC	17.861	19.07904100
OGLE-LMC-ECL-15159	NC	19.346	3.91471740
OGLE-LMC-ECL-15160	ELL	17.578	1.62526700
OGLE-LMC-ECL-15161	NC	16.402	3.62552070
OGLE-LMC-ECL-15162	NC	18.910	7.16511320
OGLE-LMC-ECL-15163	NC	18.089	2.23061060
OGLE-LMC-ECL-15164	NC	18.531	2.17597000
OGLE-LMC-ECL-15165	NC	17.878	2.44316040
OGLE-LMC-ECL-15166	NC	18.848	3.32825160
OGLE-LMC-ECL-15167	NC	18.324	4.57035530
OGLE-LMC-ECL-15168	NC	18.497	2.06653630
OGLE-LMC-ECL-15169	NC	19.494	1.24670090
OGLE-LMC-ECL-15170	NC	16.857	3.43924100
OGLE-LMC-ECL-15171	NC	18.404	34.20371070
OGLE-LMC-ECL-15173	NC	19.212	1.47291460
OGLE-LMC-ECL-15174	NC	18.084	2.85084610
OGLE-LMC-ECL-15175	NC	17.371	16.87915330
OGLE-LMC-ECL-15176	NC	15.876	175.03663060
OGLE-LMC-ECL-15177	NC	19.422	2.09877070
OGLE-LMC-ECL-15178	NC	18.420	8.47671510
OGLE-LMC-ECL-15179	NC	17.532	1.54637030
OGLE-LMC-ECL-15180	NC	19.314	6.47273030
OGLE-LMC-ECL-15181	NC	19.376	3.06474090
OGLE-LMC-ECL-15182	NC	19.139	1.51829090
OGLE-LMC-ECL-15183	NC	18.424	0.74262910
OGLE-LMC-ECL-15184	NC	16.764	330.55804030
OGLE-LMC-ECL-15185	NC	16.869	6.03136500
OGLE-LMC-ECL-15186	NC	18.334	1.84619690
OGLE-LMC-ECL-15187	NC	18.051	4.51486070
OGLE-LMC-ECL-15188	NC	17.970	8.65001090
OGLE-LMC-ECL-15189	NC	19.383	1.21808060
OGLE-LMC-ECL-15190	NC	19.507	5.91825410
OGLE-LMC-ECL-15191	NC	18.920	1.46025570
OGLE-LMC-ECL-15192	NC	18.301	6.09176190
OGLE-LMC-ECL-15193	NC	15.957	3.71450830
OGLE-LMC-ECL-15194	NC	18.706	3.95341940
OGLE-LMC-ECL-15195	NC	14.543	5.60948050
OGLE-LMC-ECL-15196	NC	19.406	4.37372050
OGLE-LMC-ECL-15197	NC	16.288	1.37278210
OGLE-LMC-ECL-15198	NC	18.183	4.67170010
OGLE-LMC-ECL-15199	NC	18.349	12.17443880
OGLE-LMC-ECL-15200	NC	19.344	0.89900030
OGLE-LMC-ECL-15201	NC	18.998	4.70966740
OGLE-LMC-ECL-15202	NC	19.143	3.46464240
OGLE-LMC-ECL-15203	NC	17.375	44.64691300
OGLE-LMC-ECL-15204	NC	18.150	6.95079570
OGLE-LMC-ECL-15206	NC	18.953	106.62273530
OGLE-LMC-ECL-15207	NC	16.151	3.28821070
OGLE-LMC-ECL-15208	NC	19.787	0.75010050
OGLE-LMC-ECL-15209	NC	18.971	15.04540040
OGLE-LMC-ECL-15210	NC	19.230	1.55525060
OGLE-LMC-ECL-15212	NC	18.727	6.81951320
OGLE-LMC-ECL-15213	NC	18.591	3.90154060
OGLE-LMC-ECL-15214	NC	18.759	1.18509070
OGLE-LMC-ECL-15215	NC	18.359	1.37423060
OGLE-LMC-ECL-15216	NC	19.072	1.44452020
OGLE-LMC-ECL-15217	NC	17.292	4.25450020
OGLE-LMC-ECL-15218	NC	19.568	4.12461050
OGLE-LMC-ECL-15219	NC	18.911	1.61770990
OGLE-LMC-ECL-15220	NC	19.755	3.67828380
OGLE-LMC-ECL-15221	NC	19.799	4.60341040
OGLE-LMC-ECL-15222	NC	19.125	30.69638320
OGLE-LMC-ECL-15223	NC	17.374	71.26971070
OGLE-LMC-ECL-15224	NC	18.253	1.93684870
OGLE-LMC-ECL-15225	NC	19.183	19.81978010
OGLE-LMC-ECL-15226	NC	17.415	2.48855000
OGLE-LMC-ECL-15227	NC	19.514	11.01817970
OGLE-LMC-ECL-15228	NC	18.613	8.58158090
OGLE-LMC-ECL-15229	NC	18.048	41.73188060
OGLE-LMC-ECL-15230	NC	19.057	6.41824860
OGLE-LMC-ECL-15231	NC	19.353	1.54804100
OGLE-LMC-ECL-15232	NC	19.936	4.33641060
OGLE-LMC-ECL-15233	NC	19.223	1.42833590
OGLE-LMC-ECL-15234	NC	19.377	3.70926230
OGLE-LMC-ECL-15235	NC	17.170	28.95057620
OGLE-LMC-ECL-15237	NC	16.534	3.07241010
OGLE-LMC-ECL-15238	NC	17.984	4.12089090
OGLE-LMC-ECL-15239	NC	18.874	5.20586740
OGLE-LMC-ECL-15240	NC	19.191	1.29921050
OGLE-LMC-ECL-15241	NC	18.516	3.77853090
OGLE-LMC-ECL-15242	NC	19.017	3.64644750
OGLE-LMC-ECL-15243	NC	18.066	1.47477220
OGLE-LMC-ECL-15244	NC	17.422	21.84326030
OGLE-LMC-ECL-15245	ELL	17.885	26.81250370
OGLE-LMC-ECL-15246	NC	17.924	4.42361490
OGLE-LMC-ECL-15247	NC	17.614	1.47687080
OGLE-LMC-ECL-15248	NC	19.755	3.23628870
OGLE-LMC-ECL-15249	NC	19.802	0.70433830
OGLE-LMC-ECL-15250	NC	18.813	3.93088780
OGLE-LMC-ECL-15251	NC	18.881	3.42613080
OGLE-LMC-ECL-15252	NC	17.590	2.09422070
OGLE-LMC-ECL-15253	NC	19.115	8.77204550
OGLE-LMC-ECL-15254	NC	17.215	5.34573440
OGLE-LMC-ECL-15255	NC	18.696	2.15197400
OGLE-LMC-ECL-15256	ELL	15.710	107.31121110
OGLE-LMC-ECL-15257	NC	17.374	2.91129280
OGLE-LMC-ECL-15258	NC	16.233	2.41107860
OGLE-LMC-ECL-15259	NC	19.223	7.18728090
OGLE-LMC-ECL-15260	NC	15.598	157.46877430
OGLE-LMC-ECL-15261	NC	19.366	2.06470080
OGLE-LMC-ECL-15262	NC	16.743	12.78208220
OGLE-LMC-ECL-15263	NC	19.004	2.29103830
OGLE-LMC-ECL-15264	C	18.728	1.34670440
OGLE-LMC-ECL-15265	NC	18.699	10.24149320
OGLE-LMC-ECL-15266	NC	19.044	1.37127620
OGLE-LMC-ECL-15267	NC	18.914	3.89362860
OGLE-LMC-ECL-15268	NC	18.677	12.83257000
OGLE-LMC-ECL-15269	NC	17.655	4.02239200
OGLE-LMC-ECL-15270	NC	18.346	17.21141380
OGLE-LMC-ECL-15271	NC	19.103	3.20994210
OGLE-LMC-ECL-15272	NC	18.195	4.58953980
OGLE-LMC-ECL-15273	NC	19.294	1.81836720
OGLE-LMC-ECL-15274	NC	19.754	1.96007660
OGLE-LMC-ECL-15276	NC	19.534	8.07625120
OGLE-LMC-ECL-15277	NC	19.053	12.37632040
OGLE-LMC-ECL-15278	NC	18.793	2.43489390
OGLE-LMC-ECL-15279	NC	18.054	7.64289160
OGLE-LMC-ECL-15280	NC	17.891	17.47467120
OGLE-LMC-ECL-15281	NC	17.493	2.11590040
OGLE-LMC-ECL-15282	NC	19.191	1.49071560
OGLE-LMC-ECL-15283	C	17.931	14.87127010
OGLE-LMC-ECL-15284	NC	19.815	2.92066400
OGLE-LMC-ECL-15285	NC	18.368	4.96525880
OGLE-LMC-ECL-15286	NC	18.356	24.61328010
OGLE-LMC-ECL-15287	NC	17.958	2.67879040
OGLE-LMC-ECL-15288	NC	15.967	2.67435310
OGLE-LMC-ECL-15289	NC	17.444	14.13987580
OGLE-LMC-ECL-15290	NC	19.832	3.80673190
OGLE-LMC-ECL-15291	NC	18.235	10.47349490
OGLE-LMC-ECL-15292	NC	18.106	5.82407070
OGLE-LMC-ECL-15293	NC	19.606	1.53567560
OGLE-LMC-ECL-15294	NC	18.690	1.14830020
OGLE-LMC-ECL-15295	NC	19.025	3.30673080
OGLE-LMC-ECL-15296	NC	18.240	3.22301470
OGLE-LMC-ECL-15297	NC	19.782	2.28633830
OGLE-LMC-ECL-15298	NC	18.079	12.97440030
OGLE-LMC-ECL-15299	NC	18.865	1.14321950
OGLE-LMC-ECL-15300	NC	18.126	9.90530570
OGLE-LMC-ECL-15301	C	16.583	0.73730380
OGLE-LMC-ECL-15302	NC	18.460	2.23596070
OGLE-LMC-ECL-15303	NC	17.512	5.59395010
OGLE-LMC-ECL-15304	NC	18.915	4.08039560
OGLE-LMC-ECL-15305	NC	17.984	18.12016950
OGLE-LMC-ECL-15306	NC	17.855	12.65450000
OGLE-LMC-ECL-15307	NC	17.780	2.29353320
OGLE-LMC-ECL-15308	NC	19.622	1.79514450
OGLE-LMC-ECL-15309	NC	16.574	44.95589920
OGLE-LMC-ECL-15310	NC	19.315	2.47262010
OGLE-LMC-ECL-15311	NC	18.307	1.50164690
OGLE-LMC-ECL-15313	NC	16.654	2.53410060
OGLE-LMC-ECL-15314	NC	18.502	1.17735310
OGLE-LMC-ECL-15315	NC	19.634	1.50997090
OGLE-LMC-ECL-15316	NC	17.428	0.91723830
OGLE-LMC-ECL-15317	NC	19.226	0.72400280
OGLE-LMC-ECL-15318	NC	17.437	10.52905890
OGLE-LMC-ECL-15319	NC	17.565	292.97890420
OGLE-LMC-ECL-15321	NC	18.655	7.89414520
OGLE-LMC-ECL-15322	NC	19.725	5.15795330
OGLE-LMC-ECL-15323	NC	19.271	11.18050100
OGLE-LMC-ECL-15324	ELL	18.513	9.65720270
OGLE-LMC-ECL-15325	NC	19.171	11.39791960
OGLE-LMC-ECL-15326	NC	18.957	2.16253390
OGLE-LMC-ECL-15327	NC	19.701	3.89811270
OGLE-LMC-ECL-15328	NC	19.508	1.02552100
OGLE-LMC-ECL-15329	NC	17.559	3.82177130
OGLE-LMC-ECL-15330	NC	17.186	6.63909570
OGLE-LMC-ECL-15331	NC	16.364	1.65489990
OGLE-LMC-ECL-15332	NC	18.944	2.71836910
OGLE-LMC-ECL-15333	NC	18.454	1.11194680
OGLE-LMC-ECL-15334	NC	16.296	42.24073080
OGLE-LMC-ECL-15335	NC	18.705	41.75751080
OGLE-LMC-ECL-15336	NC	19.638	3.79733260
OGLE-LMC-ECL-15337	NC	17.918	5.20102070
OGLE-LMC-ECL-15338	NC	17.726	2.71805350
OGLE-LMC-ECL-15339	NC	17.188	56.81823060
OGLE-LMC-ECL-15340	NC	19.611	3.21621220
OGLE-LMC-ECL-15341	NC	19.365	4.90005940
OGLE-LMC-ECL-15342	NC	18.720	2.14306080
OGLE-LMC-ECL-15343	NC	19.774	2.29886070
OGLE-LMC-ECL-15344	NC	17.360	30.28114430
OGLE-LMC-ECL-15345	NC	18.653	0.87158720
OGLE-LMC-ECL-15346	NC	19.128	3.36631590
OGLE-LMC-ECL-15347	NC	19.175	6.46471850
OGLE-LMC-ECL-15348	NC	19.764	2.71111950
OGLE-LMC-ECL-15349	NC	19.342	1.53845450
OGLE-LMC-ECL-15350	NC	18.050	18.80103030
OGLE-LMC-ECL-15351	NC	18.333	0.94152330
OGLE-LMC-ECL-15352	NC	19.546	4.66977580
OGLE-LMC-ECL-15353	NC	18.796	4.70623580
OGLE-LMC-ECL-15354	NC	18.922	8.49333060
OGLE-LMC-ECL-15355	NC	18.379	1.51985550
OGLE-LMC-ECL-15356	NC	18.550	3.60572940
OGLE-LMC-ECL-15357	NC	19.936	2.22995410
OGLE-LMC-ECL-15358	NC	19.462	2.74662260
OGLE-LMC-ECL-15359	NC	17.269	63.52985480
OGLE-LMC-ECL-15360	NC	18.932	6.25854060
OGLE-LMC-ECL-15361	NC	18.731	9.21431730
OGLE-LMC-ECL-15362	NC	19.552	2.39794960
OGLE-LMC-ECL-15363	NC	14.313	1.44376090
OGLE-LMC-ECL-15364	NC	18.296	4.41086040
OGLE-LMC-ECL-15365	NC	18.426	1.40669110
OGLE-LMC-ECL-15366	ELL	17.997	8.88180990
OGLE-LMC-ECL-15367	C	18.785	5.82915560
OGLE-LMC-ECL-15368	NC	19.498	2.87350470
OGLE-LMC-ECL-15369	NC	18.658	23.13352840
OGLE-LMC-ECL-15370	NC	18.963	7.84471890
OGLE-LMC-ECL-15371	NC	17.275	0.97904110
OGLE-LMC-ECL-15372	NC	18.228	1.57781510
OGLE-LMC-ECL-15373	NC	18.604	102.04950260
OGLE-LMC-ECL-15374	NC	18.809	3.62235270
OGLE-LMC-ECL-15375	NC	18.146	3.04519080
OGLE-LMC-ECL-15376	NC	19.412	3.42471370
OGLE-LMC-ECL-15377	NC	18.891	1.15776430
OGLE-LMC-ECL-15378	NC	18.680	13.46389340
